"Województwo";"Powiat";"Wybierany organ";"Numer okręgu";"Liczba mandatów";"Liczba list";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Powiatu";"Liczba wysłanych pakietów wyborczych"
"wielkopolskie";"gnieźnieński";"Rada Powiatu Gnieźnieńskiego";3;3;5;25;13565;10700;"Gniezno";"gm. Trzemeszno";"300300";0
"wielkopolskie";"gnieźnieński";"Rada Powiatu Gnieźnieńskiego";4;7;5;45;39871;30992;"Gniezno";"gm. Witkowo, gm. Gniezno, gm. Niechanowo, gm. Czerniejewo";"300300";1
"wielkopolskie";"gnieźnieński";"Rada Powiatu Gnieźnieńskiego";5;4;5;29;23330;18147;"Gniezno";"gm. Kiszkowo, gm. Kłecko, gm. Mieleszyn, gm. Łubowo";"300300";0
"wielkopolskie";"gostyński";"Rada Powiatu Gostyńskiego";1;7;6;46;26858;21371;"Gostyń";"gm. Gostyń";"300400";0
"wielkopolskie";"gostyński";"Rada Powiatu Gostyńskiego";2;4;6;33;15489;12395;"Gostyń";"gm. Borek Wlkp. , gm. Piaski";"300400";2
"wielkopolskie";"gostyński";"Rada Powiatu Gostyńskiego";3;3;4;18;10558;8319;"Gostyń";"gm. Pogorzela, gm. Pępowo";"300400";3
"wielkopolskie";"gostyński";"Rada Powiatu Gostyńskiego";4;5;6;35;20054;15802;"Gostyń";"gm. Krobia, gm. Poniec";"300400";0
"wielkopolskie";"grodziski";"Rada Powiatu Grodziskiego";1;7;4;36;19132;15119;"Grodzisk Wielkopolski";"gm. Grodzisk Wlkp.";"300500";5
"wielkopolskie";"grodziski";"Rada Powiatu Grodziskiego";2;4;4;22;13029;10029;"Grodzisk Wielkopolski";"gm. Rakoniewice";"300500";0
"wielkopolskie";"grodziski";"Rada Powiatu Grodziskiego";3;6;4;30;18270;14133;"Grodzisk Wielkopolski";"gm. Granowo, gm. Kamieniec, gm. Wielichowo";"300500";0
"wielkopolskie";"jarociński";"Rada Powiatu Jarocińskiego";1;6;7;50;20770;16284;"Jarocin";"Annapol, Bachorzew, Hilarów, Kadziak, Łuszczanów, Tarce, Prusy i Roszkówko (Prusy, Roszkówko), Wilkowyja, Wilczyniec, Witaszyce, Witaszyczki, Cielcza, Cząszczew, Kąty, Mieszków, Radlin, Osiek, Dąbrowa, Golina i Stefanów (Golina, Stefanów), Potarzyca, Roszków, Siedlemin, Zakrzew, Miasto Jarocin Osiedle Nr 9 - 700-lecia (Jarocin ulice: Mjr Zbigniewa Gorzeńskiego, Harcerska, Dr Jordana, Kpt. Bronisława Kirchnera, Krucza, Janusza Kusocińskiego, Lisia, Feliksa Łabędzkiego, Maratońska, Okrężna, Olimpijska, Sarnia, Sowia, 700-lecia, Śniadeckich, Świętego Ducha (parzyste) od nr 48 do końca i (nieparzyste) od nr 75 do końca, Gen. Stanisława Taczaka, Wilcza, Zajęcza, Żerkowska, Żurawia, Żwirki i Wigury)";"300600";0
"wielkopolskie";"jarociński";"Rada Powiatu Jarocińskiego";2;6;7;53;23159;18828;"Jarocin";"Miasto Jarocin Osiedle Nr 1-Stare Miasto (Jarocin ulice: Aleja Niepodległości (nieparzyste) od nr 1 do nr 19a i (parzyste) od nr 2 do nr 14a, Kazimierza Barwickiego, Gołębia, Tomasza Jachowskiego, Jana Kilińskiego, Tadeusza Kościuszki (nieparzyste) od nr 1 do nr 15 i (parzyste) od nr 2 do nr 8a, Kościelna, Krótka, Księdza Kardynała Stefana Wyszyńskiego, Łąkowa, Mała, Adama Mickiewicza, Stanisława Moniuszki (nieparzyste) od nr 1 do nr 25, nr 27a i (parzyste) od nr 2 do nr 10a, Osiedle Nowy Świat, Poznańska, Mariana Poznańskiego, Rynek, Szpitalna, Średnia, Śródmiejska, Świętego Ducha (nieparzyste) od nr 1 do nr 9 i (parzyste) od nr 2 do nr 8, Targowa, Wąska, Wodna (nieparzyste) od nr 1 do nr 9 i (parzyste) od nr 2 do nr 22, Wrocławska od nr 1 do nr 11), Miasto Jarocin Osiedle Nr 2-Tadeusza Kościuszki (Jarocin ulice: Jarosława Dąbrowskiego, Tadeusza Kościuszki (parzyste) od nr 10 do nr 32 i (nieparzyste) od nr 15a do nr 67, Libercourt, Stanisława Moniuszki (parzyste) od nr 12 do końca, nr 27 i (nieparzyste) od nr 29 do końca, Nowa, Osiedle Tadeusza Kościuszki, Ignacego Paderewskiego, Plac Festiwalu Muzyki Rockowej, Henryka Sienkiewicza), Miasto Jarocin Osiedle Nr 3-Mikołaja Kopernika (Jarocin ulice: Aleja Niepodległości (parzyste) od nr 16 do końca i (nieparzyste) od nr 21 do końca, Władysława Broniewskiego, Ceglana, Fryderyka Chopina, Cicha, Dworcowa, Ewarysta Estkowskiego, Handlowa, Marii Konopnickiej, Mikołaja Kopernika, Karola Marcinkowskiego, Jana Matejki, Przemysłowa, Stanisława Staszica, Zaciszna), Miasto Jarocin Osiedle nr 4-Śródmieście (Jarocin ulice: Generała Józefa Hallera, Tadeusza Kościuszki (parzyste) od nr 34 do końca i (nieparzyste) od nr 69 do końca, Plac Prof. Józefa Klinkowskiego, Szubianki, Węglowa, Wolności, Wrocławska (parzyste) od nr 12 do nr 106 i (nieparzyste) od nr 13 do nr 77), Miasto Jarocin Osiedle Nr 7-Bogusław (Jarocin ulice: Aleja Światowego Dnia Roweru, Bluszczowa, Bogusław, Deszczowa, Do Zdroju, Jagodowa, Jałowcowa, Jesienna, Jeżynowa, Kasztanowa, Konwaliowa, Kwiatowa, Lipowa, Osiedle Bogusław, Osiedle Ogrody, Poziomkowa, Różana, Słoneczna, Sosnowa, Świerkowa, Tęczowa, Wiosenna, Wrzosowa, Zimowa, Żurawinowa), Miasto Jarocin Osiedle Nr 8 - 1000 lecia (Jarocin ulice: Marcina Kasprzaka, Osiedle Tysiąclecia, Park, Parkowa, Sportowa, Stawna, Świętego Ducha (parzyste) od nr 10 do nr 46 i (nieparzyste) od nr 11 do nr 73, Ludwika Waryńskiego, Zamkowa), Miasto Jarocin Osiedle Nr 10-Glinki (Jarocin ulice: Akacjowa, Bohaterów Jarocina, Alfreda Brandowskiego, Długa, Glinki, Jarmarczna, Królowej Jadwigi (nieparzyste) od nr 5 do końca i (parzyste) od nr 8 do końca, Jaśminowa, Stanisława Karwowskiego, Leszczyce, Magnoliowa, im. Mariusza Małynicza, kpr. Franciszka Matuszaka, Stanisława Mikołajczyka, ks. Ignacego Niedźwiedzińskiego, Osiedle Ogrody Soho, Generała Władysława Sikorskiego, Skowronkowa, Veldhoven, Wodna (nieparzyste) od nr 11 do końca i (parzyste) od nr 24 do końca, Zapłocie), Miasto Jarocin Osiedle Nr 5-Ciświca (Jarocin ulice: Ciświca, Czereśniowa, Diamentowa, Folwarczna (nieparzyste) od nr 1 do nr 11 i (parzyste) od nr 2 do nr 16a, Jabłoniowa, Jęczmienna, Nowe Parcele, Opłotki (nieparzyste) od nr 7 do końca i (parzyste) od nr 12 do końca, Owsiana, Pogodna, Promienna, Pszenna, Radosna, Siedlemińska, Spokojna, Torowa, Wiejska, Wrocławska (nieparzyste) od nr 119 do końca i (parzyste) od nr 136 do końca, Wspólna, Wybudowana, Zakrzewska, Żytnia), Miasto Jarocin Osiedle Nr 6-Tumidaj (Jarocin ulice: Stefana Batorego, Bolesława Chrobrego, Franciszkańska, Królowej Jadwigi (nieparzyste) od nr 1 do nr 3 i (parzyste) od nr 2 do nr 6, Kazimierza Jagiellończyka, Władysława Jagiełły, Bolesława Krzywoustego, Leśna, Władysława Łokietka, Stefana Malinowskiego, Mieszka I, Piastowska, Podchorążych, Józefa Poniatowskiego, Ignacego Prądzyńskiego, Juliusza Słowackiego, Jana Sobieskiego, Zygmunta Starego, Bolesława Śmiałego, Kazimierza Wielkiego), Miasto Jarocin Osiedle Nr 11-Ługi (Jarocin ulice: Bałtycka, Bieszczadzka, Bractwa Kurkowego, Brdowa, Brzozowa, Dnieprowa, Dunajecka, Faceliowa, Folwarczna (nieparzyste) od nr 13 do końca i (parzyste) od nr 18 do końca, Karpacka, Kłodzka, Kujawska, Kurpiowska, Lawendowa, Lipinka, Lutyńska, Ługi, Małopolska, Mazurska, Morelowa, Notecka, Nyska, Odrzańska, Parowozownia, Pomorska, Powstańców Wlkp. nr 1B, nr 2, nr 2A, od nr 4 do nr 7, nr 11, nr 11A, nr 14, nr 16, nr 45, nr 57, nr 59, Prośniana, Sadowa, Sudecka, Śląska, Świętokrzyska, Tatrzańska, Warciana, Warmińska, Wielkopolska, Wiślana, Wiśniowa), Miasto Jarocin Osiedle Nr 12-Wojska Polskiego (Jarocin ulice: Franciszka Basińskiego, Józefa Bema (nieparzyste) od nr 1 do nr 31a i (parzyste) od nr 2 do końca, Marii Curie-Skłodowskiej, Ojca Serafina Niedbały, Osiedle Romualda Traugutta, Piaskowa, Edmunda Rogalskiego, Zdzisława Skarżyńskiego, Wojska Polskiego), Miasto Jarocin Osiedle Nr 13-Os. Konstytucji 3 Maja I (Jarocin: Osiedle Konstytucji 3 Maja od nr 1 do nr 13), Miasto Jarocin Osiedle Nr 14-Os. Konstytucji 3 Maja II (Jarocin ulice: Józefa Bema (nieparzyste) od nr 33 do końca, Osiedle Konstytucji 3 Maja od nr 14 do końca, NSZZ Solidarności, Księdza Jerzego Popiełuszki, Anny Walentynowicz), Miasto Jarocin Osiedle Nr 15-Polna (Jarocin ulice: Chabrowa, Dożynkowa, Gajowa, Łanowa, Opłotki (nieparzyste) od nr 1 do nr 5 i (parzyste) od nr 2 do nr 10, Osiedle Bajkowe, Osiedle Rzeczypospolitej, Polna, Powstańców Wlkp. nr 18, nr 37, nr 40, Rolna, Siewna, Wrocławska (nieparzyste) od nr 79 do nr 117 i (parzyste) od nr 108 do nr 134, Zagonowa, Zagrodowa, Żniwna)";"300600";5
"wielkopolskie";"jarociński";"Rada Powiatu Jarocińskiego";3;3;4;18;10024;7983;"Jarocin";"Gmina Żerków";"300600";0
"wielkopolskie";"jarociński";"Rada Powiatu Jarocińskiego";4;4;5;26;14626;11454;"Jarocin";"Gmina Jaraczewo i Gmina Kotlin";"300600";0
"wielkopolskie";"kaliski";"Rada Powiatu Kaliskiego";1;6;4;32;23284;18446;"Kalisz";"Gmina Brzeziny, Gmina Szczytniki, Gmina Godziesze Wielkie";"300700";0
"wielkopolskie";"kaliski";"Rada Powiatu Kaliskiego";2;3;4;20;10469;8482;"Kalisz";"Gmina Opatówek";"300700";1
"wielkopolskie";"kaliski";"Rada Powiatu Kaliskiego";3;3;4;20;12471;10246;"Kalisz";"Gmina Koźminek, Gmina Lisków";"300700";0
"wielkopolskie";"kaliski";"Rada Powiatu Kaliskiego";4;5;4;27;19308;15392;"Kalisz";"Gmina Blizanów, Gmina Żelazków";"300700";0
"wielkopolskie";"kaliski";"Rada Powiatu Kaliskiego";5;4;4;24;16204;13089;"Kalisz";"Gmina Ceków-Kolonia, Gmina Mycielin, Gmina i Miasto Stawiszyn";"300700";0
"wielkopolskie";"kępiński";"Rada Powiatu Kępińskiego";1;7;7;57;22996;18591;"Kępno";"Miasto i Gmina Kępno";"300800";0
"wielkopolskie";"kępiński";"Rada Powiatu Kępińskiego";2;6;8;61;18038;14314;"Kępno";"Gmina Baranów, Gmina Łęka Opatowska, Gmina Trzcinica";"300800";0
"wielkopolskie";"kępiński";"Rada Powiatu Kępińskiego";3;4;7;42;13302;10602;"Kępno";"Gmina Bralin, Gmina Perzów, Gmina Rychtal";"300800";0
"wielkopolskie";"kolski";"Rada Powiatu Kolskiego";1;5;4;27;19072;15967;"Koło";"Miasto: Koło";"300900";1
"wielkopolskie";"kolski";"Rada Powiatu Kolskiego";2;3;3;13;13810;11012;"Koło";"Gmina: Babiak, Osiek Mały";"300900";0
"wielkopolskie";"kolski";"Rada Powiatu Kolskiego";3;3;4;18;11217;9171;"Koło";"Gmina: Chodów, Olszówka, Przedecz";"300900";0
"wielkopolskie";"kolski";"Rada Powiatu Kolskiego";4;3;4;19;11453;9273;"Koło";"Gmina: Dąbie, Grzegorzew";"300900";0
"wielkopolskie";"kolski";"Rada Powiatu Kolskiego";5;3;3;15;11917;9828;"Koło";"Gmina: Kłodawa";"300900";0
"wielkopolskie";"kolski";"Rada Powiatu Kolskiego";6;4;4;23;14652;11607;"Koło";"Gmina: Koło, Kościelec";"300900";1
"wielkopolskie";"koniński";"Rada Powiatu Konińskiego";1;4;5;30;18703;15006;"Konin";"Gminy: Wilczyn, Skulsk, Wierzbinek";"301000";0
"wielkopolskie";"koniński";"Rada Powiatu Konińskiego";2;4;6;34;21643;17305;"Konin";"Gminy: Kramsk, Sompolno";"301000";0
"wielkopolskie";"koniński";"Rada Powiatu Konińskiego";3;4;6;36;20832;16312;"Konin";"Gminy: Krzymów, Stare Miasto";"301000";0
"wielkopolskie";"koniński";"Rada Powiatu Konińskiego";4;4;5;30;20279;16292;"Konin";"Gminy: Rychwał, Grodziec, Rzgów";"301000";0
"wielkopolskie";"koniński";"Rada Powiatu Konińskiego";5;6;6;48;33208;26867;"Konin";"Gminy: Golina, Kazimierz Biskupi, Kleczew";"301000";2
"wielkopolskie";"koniński";"Rada Powiatu Konińskiego";6;3;5;23;13792;11151;"Konin";"Gmina: Ślesin";"301000";2
"wielkopolskie";"kościański";"Rada Powiatu Kościańskiego";1;6;5;40;21560;17918;"Kościan";"m. Kościan";"301100";19
"wielkopolskie";"kościański";"Rada Powiatu Kościańskiego";2;6;5;40;25557;20118;"Kościan";"gm. Kościan, gm. Krzywiń";"301100";5
"wielkopolskie";"kościański";"Rada Powiatu Kościańskiego";3;3;5;24;11247;8946;"Kościan";"gm. Czempiń";"301100";0
"wielkopolskie";"kościański";"Rada Powiatu Kościańskiego";4;4;5;30;16771;13288;"Kościan";"gm. Śmigiel";"301100";3
"wielkopolskie";"krotoszyński";"Rada Powiatu Krotoszyńskiego";1;10;4;48;37747;30403;"Krotoszyn";"Miasto i Gmina Krotoszyn";"301200";5
"wielkopolskie";"krotoszyński";"Rada Powiatu Krotoszyńskiego";2;4;3;18;17605;13994;"Krotoszyn";"Miasto i Gmina Koźmin Wlkp. , Gmina Rozdrażew";"301200";0
"wielkopolskie";"krotoszyński";"Rada Powiatu Krotoszyńskiego";3;5;3;21;17882;14048;"Krotoszyn";"Miasto i Gmina Kobylin, Miasto Sulmierzyce, Gmina i Miasto Zduny";"301200";2
"wielkopolskie";"leszczyński";"Rada Powiatu Leszczyńskiego";1;5;3;21;17149;13725;"Leszno";"gm. Krzemieniewo, gm. Osieczna";"301300";0
"wielkopolskie";"leszczyński";"Rada Powiatu Leszczyńskiego";2;5;3;21;17866;13539;"Leszno";"gm. Lipno, gm. Święciechowa";"301300";24
"wielkopolskie";"leszczyński";"Rada Powiatu Leszczyńskiego";3;3;3;15;10314;7907;"Leszno";"gm. Rydzyna";"301300";0
"wielkopolskie";"leszczyński";"Rada Powiatu Leszczyńskiego";4;4;3;18;13606;10449;"Leszno";"gm. Wijewo, gm. Włoszakowice";"301300";0
"wielkopolskie";"międzychodzki";"Rada Powiatu Międzychodzkiego";1;7;6;45;17347;14024;"Międzychód";"gm. Międzychód";"301400";0
"wielkopolskie";"międzychodzki";"Rada Powiatu Międzychodzkiego";2;4;5;25;8299;6637;"Międzychód";"gm. Sieraków";"301400";0
"wielkopolskie";"międzychodzki";"Rada Powiatu Międzychodzkiego";3;4;4;22;9568;7522;"Międzychód";"gm. Kwilcz, gm. Chrzypsko Wielkie";"301400";0
"wielkopolskie";"nowotomyski";"Rada Powiatu Nowotomyskiego";1;5;6;39;17714;13969;"Nowy Tomyśl";"gm. Kuślin, gm. Miedzichowo, gm. Lwówek";"301500";2
"wielkopolskie";"nowotomyski";"Rada Powiatu Nowotomyskiego";2;4;5;28;15786;12349;"Nowy Tomyśl";"gm. Opalenica";"301500";0
"wielkopolskie";"nowotomyski";"Rada Powiatu Nowotomyskiego";3;7;6;52;26456;20626;"Nowy Tomyśl";"gm. Nowy Tomyśl";"301500";1
"wielkopolskie";"nowotomyski";"Rada Powiatu Nowotomyskiego";4;3;3;14;13371;10538;"Nowy Tomyśl";"gm. Zbąszyń";"301500";0
"wielkopolskie";"obornicki";"Rada Powiatu Obornickiego";1;10;5;60;32170;25356;"Oborniki";"gmina Oborniki";"301600";0
"wielkopolskie";"obornicki";"Rada Powiatu Obornickiego";2;7;4;36;23950;18943;"Oborniki";"gmina Rogoźno, gmina Ryczywół";"301600";1
"wielkopolskie";"ostrowski";"Rada Powiatu Ostrowskiego";1;4;5;29;23625;19476;"Ostrów Wielkopolski";"Osiedle Śródmieście (Miasto Ostrów Wielkopolski ulice: Browarna, gen. Jana Henryka Dąbrowskiego, Dworcowa, Głogowska, Harcerska, Kaliska nr 1 - 40 (obie strony), Kolejowa, Konopnickiej nr 1 - 18 (obie strony), Kościelna, Andrzeja Kowalczyka, Królowej Jadwigi nr 1 - 11 (nieparzyste) i nr 2 - 14a (parzyste), Ogrodowa, Partyzancka, 60 Pułku Piechoty, Raszkowska, Plac Stefana Rowińskiego, Rynek, Sądowa, Sienkiewicza, Starotargowa, Plac 23 Stycznia, Sukiennicza, Towarowa, Wiosny Ludów, Wojska Polskiego, Wolności, Wrocławska nr 1 - 50 (obie strony), Ludwika Zamenhofa), Osiedle Wenecja (Miasto Ostrów Wielkopolski ulice: Bałtycka, Wojciecha Bąka, Gustawa Bojanowskiego, Bracka, Daleka, Jana Danysza, Diamentowa, Jana Długosza, Działkowa, Gdańska, Marka Grechuty, Grobla, Grunwaldzka, Jarosława Iwaszkiewicza, Jachtowa, Biskupa Wincentego Kadłubka, Kaliska od nr 83 (nieparzyste do końca) i od nr 100 (parzyste do końca), Kasprowicza, Kaszubska, Kłodzka, Konopnickiej od nr 20 (obie strony do końca), św. Faustyny Kowalskiej, Krakowska, Królowej Jadwigi nr 16 – do końca (parzyste) i nr 21a – do końca (nieparzyste), Ignacego Kraszewskiego, Krótka, Kujawska, Bolesława Limanowskiego, Lubelska, Lubuska, Łączna, Łęczycka, Łódzka, Mazurska, Mickiewicza, Andrzeja Frycza Modrzewskiego, Nadbrzeżna, Igora Newerlego, Czesława Niemena, Cypriana Norwida, Olsztyńska, Opalowa, Opolska, Osadnicza, Agnieszki Osieckiej, Pałucka, Plażowa, Podlaska, Pomorska, Północna, Bolesława Prusa, Regatowa, Mikołaja Reja, Reymonta, Aleja Siwego Sokoła, Skryta, Aleja Słowackiego, Sopocka, Spichrzowa, Strumykowa, Szafirowa, Szczecińska, Szkutnicza, Szmaragdowa, Śląska, Topazowa, Torowa, Toruńska, Tucholska, Tuwima, Melchiora Wańkowicza, Warmińska, ks. Józefa Warszawskiego, Wenecja, Wioślarska, Wodna, Tomasza Zana, Zielona, Żeromskiego, Jadwigi Żylińskiej), Osiedle Krępa (Miasto Ostrów Wielkopolski ulice: Bacewicz, Olgi Boznańskiej, Poli Gojawiczyńskiej, Grabowska nr 2 - 118 (parzyste) i nr 1 - 103 (nieparzyste), gen. Józefa Hallera, Kazimiery Iłłakowiczówny, Jasna nr 1 - 7 (obie strony), Profesora Kaliny, Kaliska nr 42 - 98 (parzyste) i nr 43 - 81 (nieparzyste), Józefa Jurka, Ireny Kosmowskiej, Kossak, Janusza Kusocińskiego, Kardynała M. Ledóchowskiego od nr 19 (obie strony do końca), Olgi Małkowskiej, Idziego Matyśkiewicza, Heleny Modrzejewskiej, Moniuszki, Zofii Nałkowskiej, Nowa Krępa nr 1 - 155 (obie strony), Jerzego Ofierskiego, Okrzei, Elizy Orzeszkowej, M. Pawlikowskiej-Jasnorzewskiej, Piaskowa, Marszałka Józefa Piłsudskiego nr 1 - 7 (nieparzyste) i nr 2 - 16 (parzyste), Promykowa, Przechodnia, Przesmyk, Emilii Sczanieckiej, Stefanii Sempołowskiej, Ireny Sendlerowej, Edwarda Serwańskiego, Marii Curie Skłodowskiej, Strażacka, Marii Szembekowej, Wisławy Szymborskiej, Świt, Wąska, Wincentego Witosa, Wyjazdowa, Gabrieli Zapolskiej, Żwirowa), Osiedle Pruślin (Miasto Ostrów Wielkopolski ulice: Azaliowa, Batalionowa, Bukowa, Cedrowa, Cisowa, Cyprysowa, Daglezjowa, Dębowa, Michała Drzymały, Ekologiczna, Głogowa, Grabowa, Grabowska od nr 105 (nieparzyste do końca) i od nr 120 (parzyste do końca), Grzybowa, Hebanowa, Husarska, Jałowcowa, Jarzębinowa, Jastrzębia, Jaśminowa, Jaworowa, Jeżynowa, Jodłowa, Kalinowa, Klonowa, Klubowa, Laurowa, Leszczynowa, Limbowa, Magnoliowa, Mahoniowa, Migdałowa, Olchowa, Oliwkowa, Olszynowa, Osiedle Leśne, Platanowa, Poligonowa, Pruślińska, Przesieka, Przy Lesie, Pułkowa, Słonecznikowa, Sportowa, Środkowa, Świetlicowa, Ułańska, Uskok, Wiązowa, Wiktorii Wiedeńskiej, Wilcza, Wodociągi Miejskie, Wylotowa, Zefirowa)";"301700";4
